ProblemID,TAG
1950D,dp
1950D,implementation
1950D,number theory 
1950C,implementation
1950C,math 
1950B,implementation 
1950A,implementation 
1949K,constructive algorithms
1949K,math 
1949J,graphs
1949J,implementation
1949J,trees
1949J,two pointers 
1949I,dfs and similar
1949I,geometry
1949I,graph matchings
1949I,graphs 
1949H,greedy
1949H,math 
1949G,graphs
1949G,greedy 
1949F,greedy
1949F,sortings
1949F,trees 
1949E,brute force
1949E,math 
1949D,constructive algorithms 
1949C,dfs and similar
1949C,dp
1949C,greedy
1949C,trees 
1949B,binary search
1949B,brute force
1949B,greedy
1949B,sortings 
1949A,brute force
1949A,dfs and similar
1949A,dp
1949A,geometry
1949A,probabilities 
1948G,bitmasks
1948G,brute force
1948G,dsu
1948G,graph matchings
1948G,trees 
1948F,combinatorics
1948F,math
1948F,probabilities 
1948E,brute force
1948E,constructive algorithms
1948E,graphs
1948E,greedy
1948E,implementation 
1948D,brute force
1948D,strings
1948D,two pointers 
1948C,brute force
1948C,constructive algorithms
1948C,dfs and similar
1948C,dp
1948C,graphs
1948C,shortest paths 
1948B,brute force
1948B,dp
1948B,greedy
1948B,implementation 
1948A,brute force
1948A,constructive algorithms 
1946F,2-sat
1946F,data structures
1946F,dfs and similar
1946F,dp 
1946E,combinatorics
1946E,dp
1946E,math
1946E,number theory 
1946D,bitmasks
1946D,brute force
1946D,constructive algorithms
1946D,greedy
1946D,implementation 
1946C,binary search
1946C,dp
1946C,greedy
1946C,implementation
1946C,trees 
1946B,dp
1946B,greedy
1946B,math 
1946A,greedy
1946A,implementation
1946A,sortings 
1945H,brute force
1945H,data structures
1945H,math
1945H,number theory 
1945G,binary search
1945G,constructive algorithms
1945G,data structures
1945G,implementation 
1945F,data structures
1945F,sortings 
1945E,binary search
1945E,constructive algorithms
1945E,greedy 
1945D,dp
1945D,greedy 
1945C,brute force 
1945B,math
1945B,number theory 
1945A,greedy
1945A,math 
1944B,bitmasks
1944B,constructive algorithms 
1944A,graphs
1944A,greedy
1944A,math 
1943F,dp 
1.94E+05,binary search
1.94E+05,greedy
1.94E+05,two pointers 
1.94E+04,binary search
1.94E+04,brute force
1.94E+04,greedy 
1943D2,combinatorics
1943D2,dp 
1943D1,brute force
1943D1,combinatorics
1943D1,dp
1943D1,math 
1943C,constructive algorithms
1943C,dfs and similar
1943C,greedy
1943C,trees 
1943B,hashing
1943B,implementation
1943B,math
1943B,strings 
1943A,games
1943A,greedy 
1942H,data structures
1942H,dp
1942H,flows
1942H,trees 
1942G,combinatorics
1942G,dp
1942G,math 
1942F,brute force
1942F,data structures
1942F,implementation
1942F,math 
1942E,combinatorics
1942E,games 
1942D,binary search
1942D,data structures
1942D,dfs and similar
1942D,dp
1942D,greedy
1942D,implementation
1942D,sortings 
1942C2,geometry
1942C2,greedy
1942C2,math 
1942C1,geometry
1942C1,greedy
1942C1,math 
1942B,constructive algorithms
1942B,math 
1942A,constructive algorithms
1942A,math 
1941G,constructive algorithms
1941G,dfs and similar
1941G,graphs
1941G,shortest paths 
1941F,binary search
1941F,greedy
1941F,sortings
1941F,two pointers 
1941E,binary search
1941E,data structures
1941E,dp
1941E,two pointers 
1941D,dfs and similar
1941D,dp
1941D,implementation 
1941C,dp
1941C,greedy
1941C,strings 
1941B,brute force
1941B,dp
1941B,greedy
1941B,math 
1941A,brute force
1941A,math 
1940D,*special problem
1940D,constructive algorithms
1940D,data structures
1940D,sortings 
1940C,*special problem
1940C,data structures
1940C,dfs and similar
1940C,divide and conquer
1940C,dsu
1940C,graphs
1940C,sortings
1940C,trees 
1940B,*special problem
1940B,constructive algorithms
1940B,implementation
1940B,sortings 
1940A,*special problem
1940A,constructive algorithms
1940A,dfs and similar
1940A,dsu
1940A,graphs 
1939D,*special problem
1939D,dp
1939D,games 
1939C,*special problem
1939C,dfs and similar
1939C,two pointers 
1939B,*special problem
1939B,constructive algorithms
1939B,dfs and similar
1939B,graphs
1939B,trees 
1939A,*special problem
1939A,constructive algorithms
1939A,dp
1939A,geometry
1939A,interactive 
1938M,
1938L,
1938K,
1938J,
1938I,
1938H,
1938G,
1938F,
1938E,
1938D,
1938C,
1938B,
1938A,
1937B,dp
1937B,greedy
1937B,implementation 
1937A,implementation
1937A,math 
1936F,binary search
1936F,geometry 
1936E,divide and conquer
1936E,fft
1936E,math 
1936D,binary search
1936D,bitmasks
1936D,data structures
1936D,greedy
1936D,two pointers 
1936C,data structures
1936C,graphs
1936C,greedy
1936C,implementation
1936C,shortest paths
1936C,sortings 
1936B,binary search
1936B,data structures
1936B,implementation
1936B,math
1936B,two pointers 
1936A,bitmasks
1936A,constructive algorithms
1936A,greedy
1936A,interactive
1936A,math 
1935F,binary search
1935F,constructive algorithms
1935F,data structures
1935F,dfs and similar
1935F,dsu
1935F,greedy
1935F,implementation
1935F,trees 
1935E,bitmasks
1935E,brute force
1935E,data structures
1935E,greedy
1935E,math 
1935D,binary search
1935D,combinatorics
1935D,implementation
1935D,math 
1935C,binary search
1935C,brute force
1935C,constructive algorithms
1935C,data structures
1935C,dp
1935C,greedy
1935C,sortings 
1935B,constructive algorithms 
1935A,constructive algorithms
1935A,strings 
1934E,brute force
1934E,constructive algorithms
1934E,number theory 
1934D2,bitmasks
1934D2,games
1934D2,greedy
1934D2,interactive 
1934D1,bitmasks
1934D1,constructive algorithms
1934D1,greedy 
1934C,binary search
1934C,constructive algorithms
1934C,geometry
1934C,greedy
1934C,interactive
1934C,math 
1934B,brute force
1934B,dp
1934B,greedy
1934B,math 
1934A,greedy
1934A,math 
1933G,bitmasks
1933G,brute force
1933G,combinatorics
1933G,constructive algorithms
1933G,dfs and similar
1933G,math 
1933F,dfs and similar
1933F,dp
1933F,graphs
1933F,shortest paths 
1933E,binary search
1933E,implementation
1933E,math
1933E,ternary search 
1933D,constructive algorithms
1933D,greedy
1933D,math
1933D,number theory
1933D,sortings 
1933C,brute force
1933C,implementation
1933C,math
1933C,number theory 
1933B,implementation
1933B,math
1933B,number theory 
1933A,greedy
1933A,math
1933A,sortings 
1932G,graphs
1932G,math
1932G,number theory
1932G,shortest paths 
1932F,data structures
1932F,dp
1932F,sortings 
1932E,implementation
1932E,math
1932E,number theory 
1932D,greedy
1932D,implementation 
1932C,brute force
1932C,data structures
1932C,implementation
1932C,math
1932C,two pointers 
1932B,number theory 
1932A,dp
1932A,greedy
1932A,implementation 
1931G,combinatorics
1931G,math
1931G,number theory 
1931F,combinatorics
1931F,dfs and similar
1931F,graphs 
1931E,games
1931E,greedy
1931E,math
1931E,sortings 
1931D,combinatorics
1931D,math
1931D,number theory 
1931C,brute force
1931C,greedy
1931C,math 
1931B,greedy 
1931A,brute force
1931A,strings 
1930I,combinatorics 
1930H,constructive algorithms
1930H,dfs and similar
1930H,interactive
1930H,trees 
1930G,data structures
1930G,dp
1930G,trees 
1930F,bitmasks
1930F,brute force
1930F,dfs and similar 
1930E,combinatorics
1930E,dp
1930E,math 
1930D2,bitmasks
1930D2,divide and conquer
1930D2,dp
1930D2,dsu
1930D2,greedy
1930D2,implementation
1930D2,strings 
1930D1,brute force
1930D1,dp
1930D1,greedy
1930D1,strings 
1930C,binary search
1930C,constructive algorithms
1930C,data structures
1930C,greedy
1930C,sortings 
1930B,brute force
1930B,constructive algorithms
1930B,math 
1930A,greedy
1930A,sortings 
1929F,brute force
1929F,combinatorics
1929F,data structures
1929F,dfs and similar
1929F,math
1929F,trees 
1929E,bitmasks
1929E,brute force
1929E,dfs and similar
1929E,dp
1929E,graphs
1929E,greedy
1929E,math
1929E,trees 
1929D,combinatorics
1929D,dp
1929D,math
1929D,trees 
1929C,binary search
1929C,brute force
1929C,constructive algorithms
1929C,games
1929C,greedy
1929C,math 
1929B,constructive algorithms
1929B,greedy
1929B,math 
1929A,constructive algorithms
1929A,greedy
1929A,math
1929A,sortings 
1928F,combinatorics
1928F,data structures
1928F,implementation
1928F,math 
1928E,brute force
1928E,constructive algorithms
1928E,dp
1928E,graphs
1928E,greedy
1928E,math
1928E,number theory 
1928D,brute force
1928D,data structures
1928D,greedy
1928D,math
1928D,ternary search 
1928C,brute force
1928C,math
1928C,number theory 
1928B,binary search
1928B,greedy
1928B,sortings
1928B,two pointers 
1928A,geometry
1928A,math 
1927G,data structures
1927G,dp
1927G,greedy
1927G,math 
1927F,data structures
1927F,dfs and similar
1927F,dsu
1927F,graphs
1927F,greedy
1927F,implementation
1927F,sortings
1927F,trees 
1927E,constructive algorithms
1927E,math
1927E,two pointers 
1927D,binary search
1927D,brute force
1927D,data structures
1927D,dp
1927D,dsu
1927D,greedy
1927D,two pointers 
1927C,brute force
1927C,greedy
1927C,math 
1927B,constructive algorithms
1927B,greedy
1927B,strings 
1927A,greedy
1927A,strings 
1926G,dfs and similar
1926G,dp
1926G,flows
1926G,graphs
1926G,greedy
1926G,implementation
1926G,trees 
1926F,bitmasks
1926F,brute force
1926F,dfs and similar
1926F,dp
1926F,implementation 
1926E,binary search
1926E,bitmasks
1926E,data structures
1926E,dp
1926E,implementation
1926E,math
1926E,number theory 
1926D,bitmasks
1926D,greedy 
1926C,dp
1926C,implementation 
1926B,geometry
1926B,implementation 
1926A,implementation 
1925D,combinatorics
1925D,dp
1925D,math
1925D,probabilities 
1925B,brute force
1925B,greedy
1925B,math
1925B,number theory 
1925A,constructive algorithms
1925A,greedy
1925A,strings 
1924F,constructive algorithms
1924F,dp
1924F,interactive
1924F,ternary search 
1924E,combinatorics
1924E,probabilities 
1924D,combinatorics
1924D,dp
1924D,math 
1924C,geometry
1924C,math
1924C,matrices 
1924B,data structures
1924B,implementation
1924B,math
1924B,sortings 
1924A,constructive algorithms
1924A,dp
1924A,greedy
1924A,shortest paths
1924A,strings 
1923F,binary search
1923F,brute force
1923F,greedy
1923F,hashing
1923F,implementation
1923F,string suffix structures
1923F,strings 
1923E,data structures
1923E,dfs and similar
1923E,dp
1923E,dsu
1923E,graphs
1923E,trees 
1923D,binary search
1923D,constructive algorithms
1923D,data structures
1923D,greedy
1923D,two pointers 
1923C,constructive algorithms
1923C,greedy 
1923B,dp
1923B,greedy
1923B,implementation 
1923A,greedy
1923A,implementation 
1922F,dp
1922F,graph matchings 
1922E,bitmasks
1922E,constructive algorithms
1922E,divide and conquer
1922E,greedy
1922E,math 
1922D,brute force
1922D,data structures
1922D,dsu
1922D,implementation
1922D,math 
1922C,greedy
1922C,implementation
1922C,math 
1922B,combinatorics
1922B,constructive algorithms
1922B,math
1922B,sortings 
1922A,constructive algorithms
1922A,implementation
1922A,strings 
1921G,brute force
1921G,data structures
1921G,divide and conquer
1921G,dp
1921G,implementation 
1921F,brute force
1921F,data structures
1921F,dp
1921F,implementation
1921F,math 
1921E,brute force
1921E,games
1921E,greedy
1921E,math 
1921D,data structures
1921D,greedy
1921D,sortings
1921D,two pointers 
1921C,greedy
1921C,math 
1921B,greedy
1921B,implementation 
1921A,greedy
1921A,math 
1920F2,binary search
1920F2,data structures
1920F2,dsu
1920F2,geometry
1920F2,graphs
1920F2,trees 
1920F1,binary search
1920F1,brute force
1920F1,data structures
1920F1,dfs and similar
1920F1,dsu
1920F1,graphs
1920F1,shortest paths 
1920E,combinatorics
1920E,dp
1920E,math 
1920D,binary search
1920D,brute force
1920D,dsu
1920D,implementation
1920D,math 
1920C,brute force
1920C,math
1920C,number theory 
1920B,games
1920B,greedy
1920B,math
1920B,sortings 
1920A,brute force
1920A,greedy
1920A,math 
1919H,interactive
1919H,trees 
1919G,constructive algorithms
1919G,divide and conquer
1919G,games
1919G,trees 
1919F2,data structures
1919F2,dp
1919F2,flows
1919F2,greedy
1919F2,matrices 
1919F1,data structures
1919F1,greedy 
1919E,combinatorics
1919E,constructive algorithms
1919E,dp
1919E,implementation
1919E,math 
1919D,constructive algorithms
1919D,data structures
1919D,dsu
1919D,greedy
1919D,sortings
1919D,trees 
1919C,data structures
1919C,dp
1919C,greedy 
1919B,greedy 
1919A,games
1919A,math 
1918G,constructive algorithms
1918G,math 
1918F,dfs and similar
1918F,graphs
1918F,greedy
1918F,implementation
1918F,sortings
1918F,trees 
1918E,constructive algorithms
1918E,divide and conquer
1918E,implementation
1918E,interactive
1918E,probabilities
1918E,sortings 
1918D,binary search
1918D,data structures
1918D,dp
1918D,implementation
1918D,two pointers 
1918C,bitmasks
1918C,greedy
1918C,implementation
1918C,math 
1918B,constructive algorithms
1918B,data structures
1918B,greedy
1918B,implementation
1918B,sortings 
1918A,constructive algorithms
1918A,greedy
1918A,implementation
1918A,math 
1917F,bitmasks
1917F,constructive algorithms
1917F,dp
1917F,trees 
1917E,constructive algorithms
1917E,math 
1917D,combinatorics
1917D,data structures
1917D,dp
1917D,implementation
1917D,math
1917D,number theory 
1917C,brute force
1917C,greedy
1917C,implementation
1917C,math 
1917B,brute force
1917B,combinatorics
1917B,data structures
1917B,dp
1917B,strings 
1917A,constructive algorithms
1917A,math 
1916H2,combinatorics
1916H2,dp
1916H2,math
1916H2,matrices
1916H2,string suffix structures 
1916H1,brute force
1916H1,combinatorics
1916H1,dp
1916H1,math
1916H1,matrices 
1916G,divide and conquer
1916G,dp
1916G,number theory
1916G,trees 
1916F,constructive algorithms
1916F,dfs and similar
1916F,graphs
1916F,greedy 
1916E,data structures
1916E,dfs and similar
1916E,greedy
1916E,trees 
1916D,brute force
1916D,constructive algorithms
1916D,geometry
1916D,math 
1916C,constructive algorithms
1916C,games
1916C,greedy
1916C,implementation
1916C,math 
1916B,constructive algorithms
1916B,math
1916B,number theory 
1916A,constructive algorithms
1916A,implementation
1916A,math
1916A,number theory 
1915G,graphs
1915G,greedy
1915G,implementation
1915G,shortest paths
1915G,sortings 
1915F,data structures
1915F,divide and conquer
1915F,sortings 
1915E,data structures
1915E,greedy
1915E,math 
1915D,greedy
1915D,implementation
1915D,strings 
1915C,binary search
1915C,implementation 
1915B,bitmasks
1915B,brute force
1915B,implementation 
1915A,bitmasks
1915A,implementation 
1914G2,combinatorics
1914G2,data structures
1914G2,dfs and similar
1914G2,dp
1914G2,graphs
1914G2,hashing 
1914G1,brute force
1914G1,combinatorics
1914G1,dfs and similar
1914G1,dp
1914G1,dsu
1914G1,graphs
1914G1,math
1914G1,trees 
1914F,dfs and similar
1914F,dp
1914F,graph matchings
1914F,greedy
1914F,trees 
1.91E+05,games
1.91E+05,greedy
1.91E+05,sortings 
1.91E+04,brute force
1.91E+04,games
1.91E+04,greedy
1.91E+04,sortings 
1914D,brute force
1914D,dp
1914D,greedy
1914D,implementation
1914D,sortings 
1914C,greedy
1914C,math 
1914B,constructive algorithms
1914B,math 
1914A,implementation
1914A,strings 
1913F,binary search
1913F,data structures
1913F,hashing
1913F,string suffix structures
1913F,strings 
1913E,flows
1913E,graphs 
1913D,data structures
1913D,divide and conquer
1913D,dp
1913D,trees 
1913C,binary search
1913C,bitmasks
1913C,brute force
1913C,greedy 
1913B,strings 
1913A,implementation 
1912L,strings 
1912K,bitmasks
1912K,combinatorics
1912K,dp 
1912J,
1912I,geometry
1912I,math
1912I,two pointers 
1912H,graphs 
1912G,data structures 
1912F,math
1912F,probabilities 
1912E,constructive algorithms
1912E,implementation
1912E,math 
1912D,math 
1912C,constructive algorithms 
1912B,combinatorics
1912B,divide and conquer
1912B,math 
1912A,data structures
1912A,implementation
1912A,sortings 
1910J,*special problem 
1910I,*special problem
1910I,combinatorics
1910I,dp 
1910H,*special problem
1910H,binary search
1910H,data structures 
1910G,*special problem
1910G,greedy 
1910F,*special problem
1910F,greedy
1910F,trees 
1910E,*special problem
1910E,dp 
1910D,*special problem
1910D,greedy 
1910C,*special problem
1910C,*special problem
1910C,implementation
1910C,implementation 
1910B,*special problem
1910B,greedy 
1910A,*special problem
1910A,implementation 
1909I,combinatorics
1909I,dp
1909I,fft
1909I,math 
1909H,constructive algorithms
1909H,data structures 
1909G,hashing
1909G,strings 
1909F2,combinatorics
1909F2,dp
1909F2,math 
1909F1,brute force
1909F1,combinatorics
1909F1,dp
1909F1,math 
1909E,bitmasks
1909E,brute force
1909E,constructive algorithms
1909E,math
1909E,number theory 
1909D,greedy
1909D,math
1909D,number theory 
1909C,constructive algorithms
1909C,data structures
1909C,dsu
1909C,greedy
1909C,math
1909C,sortings 
1909B,bitmasks
1909B,constructive algorithms
1909B,math
1909B,number theory 
1909A,implementation
1909A,math 
1907G,brute force
1907G,constructive algorithms
1907G,dfs and similar
1907G,graphs
1907G,greedy
1907G,implementation 
1907F,greedy
1907F,sortings 
1907E,brute force
1907E,combinatorics
1907E,number theory 
1907D,binary search
1907D,constructive algorithms 
1907C,constructive algorithms
1907C,greedy
1907C,math
1907C,strings 
1907B,data structures
1907B,implementation
1907B,strings 
1907A,implementation 
1906M,greedy
1906M,math 
1906L,constructive algorithms 
1906K,divide and conquer
1906K,math 
1906J,combinatorics
1906J,dp 
1906I,graph matchings 
1906H,combinatorics
1906H,dp 
1906G,games
1906G,number theory 
1906F,data structures
1906F,sortings 
1906E,constructive algorithms
1906E,dp 
1906D,binary search
1906D,geometry 
1906C,interactive 
1906B,bitmasks
1906B,constructive algorithms
1906B,hashing 
1906A,brute force 
1905F,brute force
1905F,data structures
1905F,divide and conquer 
